Timestamp,EquipmentID,EngineLoad
2025-08-29 08:00:00,CAT-D6T,42.10756454752531
2025-08-29 08:01:00,CAT-D6T,54.69609567120703
2025-08-29 08:02:00,CAT-D6T,57.89943866998224
2025-08-29 08:03:00,CAT-D6T,64.68975642218076
2025-08-29 08:04:00,CAT-D6T,80.68515886215391
2025-08-29 08:05:00,CAT-D6T,82.98007469755203
2025-08-29 08:06:00,CAT-D6T,83.85777289216765
2025-08-29 08:07:00,CAT-D6T,71.98905671881325
2025-08-29 08:08:00,CAT-D6T,78.56376103859373
2025-08-29 08:09:00,CAT-D6T,84.25349908055414
2025-08-29 08:10:00,CAT-D6T,76.31904544021522
2025-08-29 08:11:00,CAT-D6T,65.71546932262271
2025-08-29 08:12:00,CAT-D6T,66.15180584489514
2025-08-29 08:13:00,CAT-D6T,58.036234355430075
2025-08-29 08:14:00,CAT-D6T,67.5734935994208
2025-08-29 08:15:00,CAT-D6T,48.36883102622477
2025-08-29 08:16:00,CAT-D6T,38.23725589438141
2025-08-29 08:17:00,CAT-D6T,37.61238851676334
2025-08-29 08:18:00,CAT-D6T,35.136676894974435
2025-08-29 08:19:00,CAT-D6T,14.78031496482826
2025-08-29 08:20:00,CAT-D6T,32.90316873781924
2025-08-29 08:21:00,CAT-D6T,22.273578659831053
2025-08-29 08:22:00,CAT-D6T,23.389885143912817
2025-08-29 08:23:00,CAT-D6T,26.56208229132651
2025-08-29 08:24:00,CAT-D6T,14.221119807659099
2025-08-29 08:25:00,CAT-D6T,22.699423284864515
2025-08-29 08:26:00,CAT-D6T,23.154973280640654
2025-08-29 08:27:00,CAT-D6T,34.09012290260798
2025-08-29 08:28:00,CAT-D6T,25.073179041910123
2025-08-29 08:29:00,CAT-D6T,42.52423495147725
2025-08-29 08:30:00,CAT-D6T,56.393353861498206
2025-08-29 08:31:00,CAT-D6T,56.08076892595806
2025-08-29 08:32:00,CAT-D6T,71.11778328174852
2025-08-29 08:33:00,CAT-D6T,70.76952546005721
2025-08-29 08:34:00,CAT-D6T,75.41385615152738
2025-08-29 08:35:00,CAT-D6T,81.35297891109848
2025-08-29 08:36:00,CAT-D6T,75.57434789226697
2025-08-29 08:37:00,CAT-D6T,84.76503070669159
2025-08-29 08:38:00,CAT-D6T,73.6415280594844
2025-08-29 08:39:00,CAT-D6T,74.3930819147529
2025-08-29 08:40:00,CAT-D6T,81.45306202027966
2025-08-29 08:41:00,CAT-D6T,68.36039187564437
2025-08-29 08:42:00,CAT-D6T,63.055804797321976
2025-08-29 08:43:00,CAT-D6T,62.76002519015671
2025-08-29 08:44:00,CAT-D6T,54.70967622360971
2025-08-29 08:45:00,CAT-D6T,35.55719084903044
2025-08-29 08:46:00,CAT-D6T,40.22264607076727
